co2,comb08,combE,hpv,make,model,trany,VClass,year,youSaveSpend,atvType
-1,25,0,95,Dodge,Caliber,Automatic (variable gear ratios),Midsize Cars,2010,-1250,
-1,23,0,95,Dodge,Caliber,Automatic (variable gear ratios),Midsize Cars,2010,-2000,
-1,25,0,95,Dodge,Caliber,Manual 5-spd,Midsize Cars,2010,-1250,
-1,18,0,85,Chevrolet,Camaro,Manual 5-spd,Small Cars,1987,-5000,
-1,18,0,85,Chevrolet,Camaro,Automatic 4-spd,Small Cars,1987,-5000,
-1,17,0,85,Chevrolet,Camaro,Manual 5-spd,Small Cars,1987,-5750,
-1,18,0,85,Chevrolet,Camaro,Automatic 4-spd,Small Cars,1987,-5000,
-1,18,0,85,Chevrolet,Camaro,Manual 5-spd,Small Cars,1987,-5000,
-1,17,0,85,Chevrolet,Camaro,Automatic 4-spd,Small Cars,1987,-5750,
-1,24,0,79,Chevrolet,Chevette CS,Automatic 3-spd,Small Cars,1987,-1500,
-1,31,0,92,Hyundai,Accent Blue,Manual 5-spd,Small Cars,2010,750,
-1,27,0,79,Chevrolet,Chevette CS,Manual 4-spd,Small Cars,1987,-500,
-1,28,0,95,Nissan,Versa,Automatic 4-spd,Midsize Cars,2010,0,
-1,29,0,95,Nissan,Versa,Manual 5-spd,Midsize Cars,2010,250,
-1,27,0,95,Nissan,Versa,Automatic 4-spd,Midsize Cars,2010,-500,
-1,30,0,95,Nissan,Versa,Automatic (variable gear ratios),Midsize Cars,2010,500,
-1,28,0,95,Nissan,Versa,Manual 6-spd,Midsize Cars,2010,0,
-1,27,0,79,Chevrolet,Chevette CS,Manual 5-spd,Small Cars,1987,-500,
-1,28,0,85,Chevrolet,Spectrum,Automatic 3-spd,Small Cars,1987,0,
-1,33,0,85,Chevrolet,Spectrum,Manual 5-spd,Small Cars,1987,1250,
-1,25,0,85,Ford,Escort,Automatic 3-spd,Small Cars,1985,-1250,
-1,34,0,74,Chevrolet,Sprint,Automatic 3-spd,Small Cars,1987,1500,
-1,39,0,74,Chevrolet,Sprint,Manual 5-spd,Small Cars,1987,2250,
-1,32,0,85,Ford,Escort,Manual 4-spd,Small Cars,1985,1000,
-1,31,0,85,Ford,Fiesta,Manual 5-spd,Small Cars,2011,750,
-1,32,0,85,Ford,Fiesta,Automatic (AM6),Small Cars,2011,1000,
-1,33,0,85,Ford,Fiesta SFE,Automatic (AM6),Small Cars,2011,1250,
-1,25,0,72,Nissan,Sentra Coupe,Automatic 3-spd,Small Cars,1987,-1250,
-1,26,0,72,Nissan,Sentra Coupe,Manual 5-spd,Small Cars,1987,-750,
-1,30,0,92,Kia,Rio,Automatic 4-spd,Small Cars,2011,500,
-1,30,0,92,Kia,Rio,Manual 5-spd,Small Cars,2011,500,
-1,21,0,76,Nissan,200SX,Automatic 4-spd,Small Cars,1987,-3000,
-1,22,0,76,Nissan,200SX,Manual 5-spd,Small Cars,1987,-2500,
-1,27,0,85,Ford,Escort,Manual 5-spd,Small Cars,1985,-500,
-1,19,0,76,Nissan,200SX,Automatic 4-spd,Small Cars,1987,-4250,
-1,19,0,76,Nissan,200SX,Manual 5-spd,Small Cars,1987,-4250,
-1,19,0,72,Nissan,300ZX 2x2,Automatic 4-spd,Small Cars,1987,-4250,
-1,18,0,72,Nissan,300ZX 2x2,Manual 5-spd,Small Cars,1987,-5000,
-1,22,0,77,Dodge,Charger,Automatic 3-spd,Small Cars,1987,-2500,
-1,26,0,77,Dodge,Charger,Manual 5-spd,Small Cars,1987,-750,
-1,27,0,81,Dodge,Colt,Automatic 3-spd,Small Cars,1987,-500,
-1,31,0,81,Dodge,Colt,Manual 4-spd,Small Cars,1987,750,
-1,30,0,81,Dodge,Colt,Manual 5-spd,Small Cars,1987,500,
-1,34,0,85,Ford,Escort,Manual 5-spd,Small Cars,1985,250,Diesel
-1,21,0,83,Dodge,Daytona,Automatic 3-spd,Small Cars,1987,-3000,
-1,23,0,83,Dodge,Daytona,Manual 5-spd,Small Cars,1987,-2000,
-1,21,0,84,Ford,Mustang,Automatic 4-spd,Small Cars,1987,-3000,
-1,22,0,84,Ford,Mustang,Automatic 4-spd,Small Cars,1987,-2500,
-1,28,0,91,Chevrolet,Aveo 5,Automatic 4-spd,Small Cars,2011,0,
-1,28,0,91,Suzuki,Swift x,Automatic 4-spd,Small Cars,2011,0,
-1,29,0,91,Chevrolet,Aveo 5,Manual 5-spd,Small Cars,2011,250,
-1,29,0,91,Suzuki,Swift x,Manual 5-spd,Small Cars,2011,250,
-1,40,0,85,Ford,Escort,Manual 5-spd,Small Cars,1985,1500,Diesel
-1,24,0,84,Ford,Mustang,Manual 5-spd,Small Cars,1987,-1500,
-1,19,0,84,Ford,Mustang,Automatic 4-spd,Small Cars,1987,-4250,
-1,30,0,92,Hyundai,Accent,Automatic 4-spd,Small Cars,2011,500,
-1,17,0,84,Ford,Mustang,Manual 5-spd,Small Cars,1987,-5750,
-1,30,0,92,Hyundai,Accent,Manual 5-spd,Small Cars,2011,500,
-1,29,0,92,Hyundai,Accent Blue,Manual 5-spd,Small Cars,2011,250,
-1,34,0,70,Honda,Civic,Manual 4-spd,Small Cars,1987,1500,
-1,31,0,87,Mazda,2,Manual 5-spd,Small Cars,2011,750,
-1,29,0,87,Mazda,2,Automatic 4-spd,Small Cars,2011,250,
-1,28,0,95,Mazda,3,Manual 5-spd,Small Cars,2011,0,
-1,27,0,95,Mazda,3,Automatic (S5),Small Cars,2011,-500,
-1,26,0,70,Honda,Civic,Automatic 4-spd,Small Cars,1987,-750,
-1,23,0,95,Mazda,3,Manual 6-spd,Small Cars,2011,-2000,
-1,25,0,95,Mazda,3,Automatic (S5),Small Cars,2011,-1250,
-1,27,0,94,Volkswagen,Golf,Automatic (S6),Small Cars,2011,-500,
-1,26,0,94,Volkswagen,Golf,Manual 5-spd,Small Cars,2011,-750,
-1,28,0,70,Honda,Civic,Manual 5-spd,Small Cars,1987,0,
-1,27,0,70,Honda,Civic,Manual 5-spd,Small Cars,1987,-500,
-1,30,0,95,Nissan,Versa,Automatic (variable gear ratios),Midsize Cars,2011,500,
-1,27,0,95,Nissan,Versa,Automatic 4-spd,Midsize Cars,2011,-500,
-1,28,0,95,Nissan,Versa,Manual 6-spd,Midsize Cars,2011,0,
-1,28,0,95,Nissan,Versa,Automatic 4-spd,Midsize Cars,2011,0,
-1,28,0,95,Nissan,Versa,Manual 5-spd,Midsize Cars,2011,0,
-1,24,0,82,Hyundai,Excel,Automatic 3-spd,Small Cars,1987,-1500,
-1,27,0,95,Mitsubishi,Lancer Sportback,Manual 5-spd,Midsize Cars,2011,-500,
-1,25,0,95,Mitsubishi,Lancer Sportback,Manual 5-spd,Midsize Cars,2011,-1250,
-1,26,0,82,Hyundai,Excel,Manual 4-spd,Small Cars,1987,-750,
-1,27,0,82,Hyundai,Excel,Manual 5-spd,Small Cars,1987,-500,
-1,28,0,85,Isuzu,I-Mark,Automatic 3-spd,Small Cars,1987,0,
-1,33,0,85,Isuzu,I-Mark,Manual 5-spd,Small Cars,1987,1250,
-1,31,0,85,Isuzu,I-Mark,Manual 5-spd,Small Cars,1987,750,
-1,20,0,77,Isuzu,Impulse,Automatic 4-spd,Small Cars,1987,-3500,
-1,21,0,77,Isuzu,Impulse,Manual 5-spd,Small Cars,1987,-3000,
-1,34,0,69,Honda,CR-Z,Manual 6-spd,Small Cars,2011,1500,Hybrid
-1,36,0,69,Honda,CR-Z,Automatic (AV-S7),Small Cars,2011,1750,Hybrid
-1,30,0,80,MINI,Clubman,Automatic (S6),Small Cars,2011,-1750,
-1,30,0,80,MINI,Clubman,Manual 6-spd,Small Cars,2011,-1750,
-1,29,0,84,Scion,xD,Automatic 4-spd,Small Cars,2011,250,
-1,29,0,84,Scion,xD,Manual 5-spd,Small Cars,2011,250,
-1,31,0,84,Toyota,Yaris,Automatic 4-spd,Small Cars,2011,750,
-1,31,0,84,Toyota,Yaris,Manual 5-spd,Small Cars,2011,750,
-1,27,0,87,MINI,Cooper Countryman,Automatic (S6),Small Cars,2011,-3000,
-1,30,0,87,MINI,Cooper Countryman,Manual 6-spd,Small Cars,2011,-1750,
-1,25,0,90,Scion,tC,Automatic (S6),Small Cars,2011,-1250,
-1,25,0,90,Scion,tC,Manual 6-spd,Small Cars,2011,-1250,
-1,22,0,78,Mitsubishi,Cordia,Automatic 3-spd,Small Cars,1987,-2500,
-1,25,0,78,Mitsubishi,Cordia,Manual 5-spd,Small Cars,1987,-1250,
-1,27,0,81,Mitsubishi,Mirage,Automatic 3-spd,Small Cars,1987,-500,
-1,27,0,95,Mitsubishi,Lancer Sportback,Automatic (AV-S6),Midsize Cars,2011,-500,
-1,25,0,95,Mitsubishi,Lancer Sportback,Automatic (AV-S6),Midsize Cars,2011,-1250,
-1,31,0,81,Mitsubishi,Mirage,Manual 4-spd,Small Cars,1987,750,
-1,30,0,81,Mitsubishi,Mirage,Manual 5-spd,Small Cars,1987,500,
-1,24,0,82,Mitsubishi,Precis,Automatic 3-spd,Small Cars,1987,-1500,
-1,26,0,82,Mitsubishi,Precis,Manual 4-spd,Small Cars,1987,-750,
-1,27,0,82,Mitsubishi,Precis,Manual 5-spd,Small Cars,1987,-500,
-1,27,0,81,Plymouth,Colt,Automatic 3-spd,Small Cars,1987,-500,
-1,31,0,81,Plymouth,Colt,Manual 4-spd,Small Cars,1987,750,
-1,30,0,81,Plymouth,Colt,Manual 5-spd,Small Cars,1987,500,
-1,24,0,96,Dodge,Caliber,Automatic (variable gear ratios),Midsize Cars,2011,-1500,
-1,24,0,96,Dodge,Caliber,Automatic (variable gear ratios),Midsize Cars,2011,-1500,
-1,27,0,96,Dodge,Caliber,Manual 5-spd,Midsize Cars,2011,-500,
-1,22,0,77,Plymouth,Turismo,Automatic 3-spd,Small Cars,1987,-2500,
-1,26,0,77,Plymouth,Turismo,Manual 5-spd,Small Cars,1987,-750,
-1,20,0,85,Pontiac,Firebird/Trans Am/Formula,Automatic 4-spd,Small Cars,1987,-3500,
-1,18,0,85,Pontiac,Firebird/Trans Am/Formula,Manual 5-spd,Small Cars,1987,-5000,
-1,18,0,85,Pontiac,Firebird/Trans Am/Formula,Automatic 4-spd,Small Cars,1987,-5000,
-1,48,0,94,Toyota,Prius,Automatic (variable gear ratios),Midsize Cars,2011,3500,Hybrid
-1,17,0,85,Pontiac,Firebird/Trans Am/Formula,Manual 5-spd,Small Cars,1987,-5750,
-1,18,0,85,Pontiac,Firebird/Trans Am/Formula,Automatic 4-spd,Small Cars,1987,-5000,
-1,28,0,97,Kia,Forte,Manual 6-spd,Midsize Cars,2011,0,
-1,29,0,97,Kia,Forte,Automatic 6-spd,Midsize Cars,2011,250,
-1,18,0,85,Pontiac,Firebird/Trans Am/Formula,Manual 5-spd,Small Cars,1987,-5000,
-1,25,0,96,Dodge,Caliber,Manual 5-spd,Midsize Cars,2011,-1250,
-1,17,0,85,Pontiac,Firebird/Trans Am/Formula,Automatic 4-spd,Small Cars,1987,-5750,
-1,34,0,74,Pontiac,Firefly,Automatic 3-spd,Small Cars,1987,1500,
-1,39,0,74,Pontiac,Firefly,Manual 5-spd,Small Cars,1987,2250,
0,99,34,90,Nissan,Leaf,Automatic (A1),Midsize Cars,2011,4750,EV
84,37,36,90,Chevrolet,Volt,Automatic (variable gear ratios),Small Cars,2011,2750,Plug-in Hybrid
-1,42,0,86,Lexus,CT 200h,Automatic (variable gear ratios),Small Cars,2011,2750,Hybrid
-1,28,0,85,Pontiac,Sunburst,Automatic 3-spd,Small Cars,1987,0,
-1,33,0,85,Pontiac,Sunburst,Manual 5-spd,Small Cars,1987,1250,
-1,24,0,79,Pontiac,1000,Automatic 3-spd,Small Cars,1987,-1500,
-1,27,0,79,Pontiac,1000,Manual 4-spd,Small Cars,1987,-500,
-1,27,0,79,Pontiac,1000,Manual 5-spd,Small Cars,1987,-500,
-1,26,0,97,Kia,Forte,Automatic 6-spd,Midsize Cars,2011,-750,
-1,26,0,97,Kia,Forte,Manual 6-spd,Midsize Cars,2011,-750,
-1,31,0,91,Honda,Fit,Automatic 5-spd,Midsize Cars,2011,750,
-1,29,0,91,Honda,Fit,Manual 5-spd,Midsize Cars,2011,250,
-1,30,0,91,Honda,Fit,Automatic (S5),Midsize Cars,2011,500,
-1,29,0,76,Fiat,500,Automatic 6-spd,Small Cars,2012,-2250,
-1,32,0,76,Fiat,500,Manual 5-spd,Small Cars,2012,-1250,
-1,29,0,76,Fiat,500 Cabrio,Automatic 6-spd,Small Cars,2012,-2250,
-1,25,0,85,Volkswagen,Beetle,Automatic (S6),Small Cars,2012,-1250,
-1,29,0,78,Subaru,Hatchback,Manual 4-spd,Small Cars,1987,250,
-1,31,0,90,Ford,Focus FWD,Automatic (AM6),Small Cars,2012,750,
-1,30,0,90,Ford,Focus FWD,Automatic (AM-S6),Small Cars,2012,500,
-1,29,0,90,Ford,Focus FWD,Manual 5-spd,Small Cars,2012,250,
-1,32,0,90,Ford,Focus SFE FWD,Automatic (AM6),Small Cars,2012,1000,
-1,26,0,78,Subaru,Hatchback,Manual 5-spd,Small Cars,1987,-750,
-1,31,0,90,Hyundai,Accent,Automatic 6-spd,Small Cars,2012,750,
-1,32,0,90,Hyundai,Accent,Manual 6-spd,Small Cars,2012,1000,
-1,26,0,94,Volkswagen,Golf,Automatic (S6),Small Cars,2012,-750,
-1,26,0,94,Volkswagen,Golf,Manual 5-spd,Small Cars,2012,-750,
-1,22,0,78,Subaru,Hatchback,Automatic 3-spd,Small Cars,1987,-2500,
-1,34,0,78,Subaru,Justy,Manual 5-spd,Small Cars,1987,1500,
-1,22,0,108,Kia,Rondo,Automatic 4-spd,Midsize Cars,2012,-2500,
-1,21,0,108,Kia,Rondo,Automatic 5-spd,Midsize Cars,2012,-3000,
-1,34,0,74,Suzuki,Forsa,Automatic 3-spd,Small Cars,1987,1500,
-1,25,0,90,Scion,tC,Manual 6-spd,Small Cars,2012,-1250,
-1,25,0,90,Scion,tC,Automatic (S6),Small Cars,2012,-1250,
-1,39,0,74,Suzuki,Forsa,Manual 5-spd,Small Cars,1987,2250,
-1,22,0,79,Toyota,Celica,Automatic 4-spd,Small Cars,1987,-2500,
-1,26,0,79,Toyota,Celica,Automatic 4-spd,Small Cars,1987,-750,
-1,26,0,79,Toyota,Celica,Manual 5-spd,Small Cars,1987,-750,
-1,22,0,79,Toyota,Celica,Manual 5-spd,Small Cars,1987,-2500,
-1,24,0,86,Toyota,Corolla FX,Automatic 4-spd,Small Cars,1987,-1500,
-1,24,0,86,Toyota,Corolla FX,Manual 5-spd,Small Cars,1987,-1500,
-1,26,0,77,Toyota,Corolla Sport,Automatic 4-spd,Small Cars,1987,-750,
-1,27,0,77,Toyota,Corolla Sport,Manual 5-spd,Small Cars,1987,-500,
-1,25,0,77,Toyota,Corolla Sport,Manual 5-spd,Small Cars,1987,-1250,
-1,18,0,74,Toyota,Supra,Automatic 4-spd,Small Cars,1987,-8750,
-1,18,0,74,Toyota,Supra,Manual 5-spd,Small Cars,1987,-8750,
-1,27,0,80,Toyota,Tercel,Automatic 3-spd,Small Cars,1987,-500,
-1,33,0,80,Toyota,Tercel,Manual 4-spd,Small Cars,1987,1250,
-1,30,0,80,Toyota,Tercel,Manual 5-spd,Small Cars,1987,500,
-1,21,0,73,Volkswagen,Scirocco,Automatic 3-spd,Small Cars,1987,-3000,
-1,23,0,73,Volkswagen,Scirocco,Manual 5-spd,Small Cars,1987,-2000,
-1,23,0,73,Volkswagen,Scirocco 16v,Manual 5-spd,Small Cars,1987,-2000,
-1,26,0,80,Yugo,GV/GVX,Manual 4-spd,Small Cars,1987,-750,
-1,23,0,95,Mazda,3,Manual 6-spd,Small Cars,2012,-2000,
-1,25,0,95,Mazda,3,Automatic (S5),Small Cars,2012,-1250,
87,37,36,90,Chevrolet,Volt,Automatic (variable gear ratios),Small Cars,2012,2750,Plug-in Hybrid
-1,37,0,74,Scion,iQ,Automatic (variable gear ratios),Small Cars,2012,2000,
-1,32,0,85,Ford,Fiesta FWD,Automatic (AM6),Small Cars,2012,1000,
-1,32,0,85,Ford,Fiesta FWD,Manual 5-spd,Small Cars,2012,1000,
-1,32,0,85,Ford,Fiesta SFE FWD,Automatic (AM6),Small Cars,2012,1000,
-1,30,0,80,MINI,Cooper Clubman,Automatic (S6),Small Cars,2012,-1750,
-1,30,0,80,MINI,Cooper Clubman,Manual 6-spd,Small Cars,2012,-1750,
0,112,30,85,Mitsubishi,i-MiEV,Automatic (A1),Small Cars,2012,5000,EV
-1,31,0,90,Kia,Rio,Automatic 6-spd,Small Cars,2012,750,
-1,32,0,90,Kia,Rio,Manual 6-spd,Small Cars,2012,1000,
-1,42,0,86,Lexus,CT 200h,Automatic (variable gear ratios),Small Cars,2012,2750,Hybrid
-1,28,0,95,Mazda,3,Manual 5-spd,Small Cars,2012,0,
-1,27,0,95,Mazda,3,Automatic (S5),Small Cars,2012,-500,
-1,31,0,87,Mazda,2,Manual 5-spd,Small Cars,2012,750,
-1,30,0,87,Mazda,2,Automatic 4-spd,Small Cars,2012,500,
-1,27,0,87,MINI,Cooper Countryman,Automatic (S6),Small Cars,2012,-3000,
-1,30,0,87,MINI,Cooper Countryman,Manual 6-spd,Small Cars,2012,-1750,
-1,30,0,95,Nissan,Versa,Automatic (variable gear ratios),Small Cars,2012,500,
-1,27,0,95,Nissan,Versa,Automatic 4-spd,Small Cars,2012,-500,
-1,28,0,95,Nissan,Versa,Manual 6-spd,Small Cars,2012,0,
-1,33,0,95,Nissan,Versa,Automatic (variable gear ratios),Small Cars,2012,1250,
-1,30,0,95,Nissan,Versa,Manual 5-spd,Small Cars,2012,500,
-1,31,0,85,Toyota,Yaris,Automatic 4-spd,Small Cars,2012,750,
-1,33,0,85,Toyota,Yaris,Manual 5-spd,Small Cars,2012,1250,
-1,24,0,83,Buick,Skyhawk,Automatic 3-spd,Small Cars,1987,-1500,
-1,29,0,97,Kia,Forte,Automatic 6-spd,Midsize Cars,2012,250,
-1,28,0,97,Kia,Forte,Manual 6-spd,Midsize Cars,2012,0,
-1,26,0,97,Kia,Forte,Automatic 6-spd,Midsize Cars,2012,-750,
-1,26,0,97,Kia,Forte,Manual 6-spd,Midsize Cars,2012,-750,
-1,25,0,83,Buick,Skyhawk,Manual 4-spd,Small Cars,1987,-1250,
-1,48,0,94,Toyota,Prius,Automatic (variable gear ratios),Midsize Cars,2012,3500,Hybrid
-1,25,0,83,Buick,Skyhawk,Automatic 3-spd,Small Cars,1987,-1250,
-1,26,0,83,Buick,Skyhawk,Manual 5-spd,Small Cars,1987,-750,
-1,24,0,85,Mercury,Lynx,Automatic 3-spd,Small Cars,1985,-1500,
-1,24,0,94,Acura,TSX Wagon,Automatic (S5),Midsize Cars,2012,-4500,
-1,24,0,96,Dodge,Caliber,Automatic (variable gear ratios),Midsize Cars,2012,-1500,
-1,27,0,96,Dodge,Caliber,Manual 5-spd,Midsize Cars,2012,-500,
-1,24,0,96,Dodge,Caliber,Automatic (variable gear ratios),Midsize Cars,2012,-1500,
-1,29,0,91,Honda,Fit,Manual 5-spd,Midsize Cars,2012,250,
-1,31,0,91,Honda,Fit,Automatic 5-spd,Midsize Cars,2012,750,
-1,30,0,91,Honda,Fit,Automatic (S5),Midsize Cars,2012,500,
-1,41,0,97,Toyota,Prius v,Automatic (variable gear ratios),Midsize Cars,2012,2750,Hybrid
-1,27,0,85,Mercury,Lynx,Manual 4-spd,Small Cars,1985,-500,
-1,24,0,84,Chevrolet,Cavalier,Automatic 3-spd,Small Cars,1987,-1500,
-1,25,0,84,Chevrolet,Cavalier,Manual 4-spd,Small Cars,1987,-1250,
-1,25,0,84,Chevrolet,Cavalier,Manual 5-spd,Small Cars,1987,-1250,
-1,20,0,84,Chevrolet,Cavalier,Automatic 3-spd,Small Cars,1987,-3500,
-1,20,0,84,Chevrolet,Cavalier,Manual 5-spd,Small Cars,1987,-3500,
-1,33,0,85,Mercury,Lynx,Manual 4-spd,Small Cars,1985,1250,
-1,26,0,85,Chevrolet,Nova,Automatic 3-spd,Small Cars,1987,-750,
-1,28,0,85,Chevrolet,Nova,Manual 5-spd,Small Cars,1987,0,
-1,24,0,89,Nissan,Sentra,Automatic 3-spd,Small Cars,1987,-1500,
-1,29,0,84,Scion,xD,Automatic 4-spd,Small Cars,2012,250,
-1,29,0,84,Scion,xD,Manual 5-spd,Small Cars,2012,250,
-1,25,0,85,Volkswagen,Beetle,Manual 5-spd,Small Cars,2012,-1250,
-1,27,0,89,Nissan,Sentra,Manual 5-spd,Small Cars,1987,-500,
-1,21,0,89,Nissan,Stanza,Automatic 4-spd,Small Cars,1987,-3000,
-1,22,0,89,Nissan,Stanza,Manual 5-spd,Small Cars,1987,-2500,
-1,30,0,95,Mazda,3 DI 5-Door,Manual 6-spd,Midsize Cars,2012,500,
-1,31,0,95,Mazda,3 DI 5-Door,Automatic (S6),Midsize Cars,2012,750,
-1,26,0,85,Mercury,Lynx,Manual 5-spd,Small Cars,1985,-750,
-1,27,0,95,Mitsubishi,Lancer Sportback,Automatic (AV-S6),Midsize Cars,2012,-500,
-1,25,0,95,Mitsubishi,Lancer Sportback,Automatic (AV-S6),Midsize Cars,2012,-1250,
0,99,34,90,Nissan,Leaf,Automatic (A1),Midsize Cars,2012,4750,EV
-1,50,0,87,Toyota,Prius c,Automatic (variable gear ratios),Small Cars,2012,3750,Hybrid
-1,25,0,85,Ford,Escort,Automatic 3-spd,Small Cars,1987,-1250,
-1,25,0,85,Mercury,Lynx,Automatic 3-spd,Small Cars,1985,-1250,
-1,31,0,85,Ford,Escort,Manual 4-spd,Small Cars,1987,750,
-1,28,0,85,Ford,Escort,Manual 5-spd,Small Cars,1987,0,
-1,25,0,85,Ford,Escort,Manual 5-spd,Small Cars,1987,-1250,
-1,35,0,85,Ford,Escort,Manual 5-spd,Small Cars,1987,500,Diesel
-1,24,0,88,Ford,Laser,Automatic 3-spd,Small Cars,1987,-1500,
291,31,0,89,Kia,Rio,Automatic 6-spd,Small Cars,2013,750,
-1,24,0,88,Ford,Laser,Manual 4-spd,Small Cars,1987,-1500,
283,32,0,89,Kia,Rio,Manual 6-spd,Small Cars,2013,1000,
279,32,0,89,Kia,Rio Eco,Automatic 6-spd,Small Cars,2013,1000,
0,105,32,90,Ford,Focus Electric,Automatic (variable gear ratios),Small Cars,2012,5000,EV
-1,32,0,85,Mercury,Lynx,Manual 4-spd,Small Cars,1985,1000,
-1,29,0,90,Ford,Focus FWD FFV,Manual 5-spd,Small Cars,2012,250,FFV
-1,31,0,90,Ford,Focus FWD FFV,Automatic (AM6),Small Cars,2012,750,FFV
-1,32,0,90,Ford,Focus SFE FWD FFV,Automatic (AM6),Small Cars,2012,1000,FFV
-1,13,0,90,Ferrari,FF,Automatic (AM7),Midsize Cars,2012,-15250,
-1,13,0,90,Ferrari,FF,Automatic (AM7),Midsize Cars,2012,-15250,
-1,23,0,86,Honda,Accord,Automatic 4-spd,Small Cars,1987,-2000,
-1,26,0,86,Honda,Accord,Manual 5-spd,Small Cars,1987,-750,
-1,23,0,86,Honda,Accord,Automatic 4-spd,Small Cars,1987,-2000,
285,31,0,90,Hyundai,Accent,Automatic 6-spd,Small Cars,2013,750,
276,32,0,90,Hyundai,Accent,Manual 6-spd,Small Cars,2013,1000,
-1,25,0,86,Honda,Accord,Manual 5-spd,Small Cars,1987,-1250,
-1,27,0,85,Mercury,Lynx,Manual 5-spd,Small Cars,1985,-500,
-1,25,0,85,Mercury,Lynx,Automatic 3-spd,Small Cars,1987,-1250,
309,29,0,97,Dodge,Dart,Manual 6-spd,Midsize Cars,2013,250,
-1,31,0,85,Mercury,Lynx,Manual 4-spd,Small Cars,1987,750,
-1,28,0,85,Mercury,Lynx,Manual 5-spd,Small Cars,1987,0,
-1,25,0,85,Mercury,Lynx,Manual 5-spd,Small Cars,1987,-1250,
-1,35,0,85,Mercury,Lynx,Manual 5-spd,Small Cars,1987,500,Diesel
133,50,29,94,Toyota,Prius Plug-in Hybrid,Automatic (variable gear ratios),Midsize Cars,2012,4000,Plug-in Hybrid
-1,40,0,85,Mercury,Lynx,Manual 5-spd,Small Cars,1985,1500,Diesel
-1,24,0,88,Mazda,323,Automatic 3-spd,Small Cars,1987,-1500,
-1,25,0,88,Mazda,323,Manual 4-spd,Small Cars,1987,-1250,
275,32,0,85,Ford,Fiesta FWD,Automatic (AM6),Small Cars,2013,1000,
276,32,0,85,Ford,Fiesta FWD,Manual 5-spd,Small Cars,2013,1000,
272,32,0,85,Ford,Fiesta SFE FWD,Automatic (AM6),Small Cars,2013,1000,
-1,27,0,88,Mazda,323,Manual 5-spd,Small Cars,1987,-500,
348,25,0,90,Scion,tC,Manual 6-spd,Small Cars,2013,-1250,
348,25,0,90,Scion,tC,Automatic (S6),Small Cars,2013,-1250,
-1,22,0,89,Mazda,626,Automatic 4-spd,Small Cars,1987,-2500,
-1,25,0,89,Mazda,626,Manual 5-spd,Small Cars,1987,-1250,
0,89,38,94,Tesla,Model S,Automatic (A1),Large Cars,2012,4250,EV
-1,34,0,85,Mercury,Lynx,Manual 5-spd,Small Cars,1985,250,Diesel
328,27,0,97,Dodge,Dart,Automatic 6-spd,Midsize Cars,2013,-500,
297,30,0,96,Hyundai,Elantra GT,Automatic 6-spd,Midsize Cars,2013,500,
301,30,0,96,Hyundai,Elantra GT,Manual 6-spd,Midsize Cars,2013,500,
309,29,0,97,Kia,Forte,Automatic 6-spd,Midsize Cars,2013,250,
317,28,0,97,Kia,Forte,Manual 6-spd,Midsize Cars,2013,0,
344,26,0,97,Kia,Forte,Automatic 6-spd,Midsize Cars,2013,-750,
348,26,0,97,Kia,Forte,Manual 6-spd,Midsize Cars,2013,-750,
81,37,35,90,Chevrolet,Volt,Automatic (variable gear ratios),Small Cars,2013,3250,Plug-in Hybrid
-1,24,0,84,Oldsmobile,Firenza,Automatic 3-spd,Small Cars,1987,-1500,
-1,25,0,84,Oldsmobile,Firenza,Manual 4-spd,Small Cars,1987,-1250,
-1,25,0,84,Oldsmobile,Firenza,Automatic 3-spd,Small Cars,1987,-1250,
-1,26,0,84,Oldsmobile,Firenza,Manual 5-spd,Small Cars,1987,-750,
-1,20,0,84,Oldsmobile,Firenza,Automatic 3-spd,Small Cars,1987,-3500,
-1,20,0,84,Oldsmobile,Firenza,Manual 5-spd,Small Cars,1987,-3500,
286,31,0,87,Mazda,2,Manual 5-spd,Small Cars,2013,750,
375,24,0,108,Hyundai,Santa Fe Sport 2WD,Automatic 6-spd,SUVs,2013,-1500,
406,22,0,108,Hyundai,Santa Fe Sport 4WD,Automatic 6-spd,SUVs,2013,-2500,
238,37,0,74,Scion,iQ,Automatic (variable gear ratios),Small Cars,2013,2000,
300,30,0,80,MINI,Cooper Clubman,Automatic (S6),Small Cars,2013,-1750,
297,30,0,80,MINI,Cooper Clubman,Manual 6-spd,Small Cars,2013,-1750,
294,30,0,90,Ford,Focus FWD,Automatic (AM6),Small Cars,2013,500,
294,30,0,90,Ford,Focus FWD,Automatic (S6),Small Cars,2013,500,
304,29,0,90,Ford,Focus FWD,Manual 5-spd,Small Cars,2013,250,
292,30,0,90,Ford,Focus FWD FFV,Automatic (AM6),Small Cars,2013,500,FFV
292,30,0,90,Ford,Focus FWD FFV,Automatic (S6),Small Cars,2013,500,FFV
304,29,0,90,Ford,Focus FWD FFV,Manual 5-spd,Small Cars,2013,250,FFV
278,32,0,90,Ford,Focus SFE FWD FFV,Automatic (AM6),Small Cars,2013,1000,FFV
296,30,0,87,Mazda,2,Automatic 4-spd,Small Cars,2013,500,
313,28,0,95,Mazda,3,Manual 5-spd,Small Cars,2013,0,
326,27,0,95,Mazda,3,Automatic (S5),Small Cars,2013,-500,
377,23,0,95,Mazda,3,Manual 6-spd,Small Cars,2013,-2000,
