comb08,combE,make,model,VClass,year,youSaveSpend,atvType
18,0,Jaguar,F-Type R AWD Coupe,Two Seaters,2024,-8750,
18,0,Jaguar,F-Type R AWD Convertible,Two Seaters,2024,-8750,
19,0,Jaguar,F-Type P450 RWD Coupe,Two Seaters,2024,-7750,
19,0,Jaguar,F-Type P450 RWD Convertible,Two Seaters,2024,-7750,
18,0,Jaguar,F-Type P450 AWD R-Dynamic Coupe,Two Seaters,2024,-8750,
18,0,Jaguar,F-Type P450 AWD R-Dynamic Convertible,Two Seaters,2024,-8750,
30,0,Chevrolet,Trax,Small Station Wagons,2024,500,
23,0,Jaguar,E-Pace,Small Sport Utility Vehicle 4WD,2024,-5000,
22,0,Land Rover,Range Rover Evoque,Small Sport Utility Vehicle 4WD,2024,-5500,
20,0,Land Rover,Discovery Sport,Small Sport Utility Vehicle 4WD,2024,-7000,
31,0,Kia,Seltos FWD,Small Sport Utility Vehicle 2WD,2024,750,
26,0,Kia,Seltos AWD,Small Sport Utility Vehicle 4WD,2024,-750,
29,0,Kia,Seltos AWD,Small Sport Utility Vehicle 4WD,2024,250,
32,0,MINI,Cooper Convertible,Minicompact Cars,2024,-1250,
31,0,MINI,Cooper Convertible,Minicompact Cars,2024,-1500,
30,0,MINI,Cooper S Convertible,Minicompact Cars,2024,-1750,
27,0,MINI,Cooper S Convertible,Minicompact Cars,2024,-3000,
28,0,MINI,John Cooper Works Convertible,Minicompact Cars,2024,-2500,
28,0,BMW,430i Coupe,Subcompact Cars,2024,-2500,
27,0,BMW,430i xDrive Coupe,Subcompact Cars,2024,-3000,
28,0,BMW,430i Convertible,Subcompact Cars,2024,-2500,
27,0,BMW,430i xDrive Convertible,Subcompact Cars,2024,-3000,
19,0,BMW,M4 Coupe,Subcompact Cars,2024,-7750,
19,0,BMW,M4 Competition Coupe,Subcompact Cars,2024,-7750,
18,0,BMW,M4 Competition M xDrive Coupe,Subcompact Cars,2024,-8750,
18,0,BMW,M4 Competition M xDrive Convertible,Subcompact Cars,2024,-8750,
24,0,BMW,840i Coupe,Subcompact Cars,2024,-4500,
24,0,BMW,840i xDrive Coupe,Subcompact Cars,2024,-4500,
24,0,BMW,840i Convertible,Subcompact Cars,2024,-4500,
24,0,BMW,840i xDrive Convertible,Subcompact Cars,2024,-4500,
19,0,BMW,M850i xDrive Coupe,Subcompact Cars,2024,-7750,
19,0,BMW,M850i xDrive Convertible,Subcompact Cars,2024,-7750,
17,0,BMW,M8 Competition Coupe,Subcompact Cars,2024,-9750,
17,0,BMW,M8 Competition Convertible,Subcompact Cars,2024,-9750,
32,0,MINI,Cooper Hardtop 2 door,Subcompact Cars,2024,-1250,
31,0,MINI,Cooper Hardtop 2 door,Subcompact Cars,2024,-1500,
32,0,MINI,Cooper Hardtop 4 door,Subcompact Cars,2024,-1250,
31,0,MINI,Cooper Hardtop 4 door,Subcompact Cars,2024,-1500,
31,0,MINI,Cooper S Hardtop 2 door,Subcompact Cars,2024,-1500,
27,0,MINI,Cooper S Hardtop 2 door,Subcompact Cars,2024,-3000,
31,0,MINI,Cooper S Hardtop 4 door,Subcompact Cars,2024,-1500,
27,0,MINI,Cooper S Hardtop 4 door,Subcompact Cars,2024,-3000,
29,0,MINI,John Cooper Works Hardtop 2 door,Subcompact Cars,2024,-2250,
26,0,MINI,John Cooper Works Hardtop 2 door,Subcompact Cars,2024,-3500,
28,0,BMW,430i Gran Coupe,Compact Cars,2024,-2500,
27,0,BMW,430i xDrive Gran Coupe,Compact Cars,2024,-3000,
24,0,BMW,840i Gran Coupe,Midsize Cars,2024,-4500,
24,0,BMW,840i xDrive Gran Coupe,Midsize Cars,2024,-4500,
19,0,BMW,M850i xDrive Gran Coupe,Midsize Cars,2024,-7750,
19,0,BMW,Alpina B8 Gran Coupe,Midsize Cars,2024,-7750,
17,0,BMW,M8 Competition Gran Coupe,Midsize Cars,2024,-9750,
28,0,MINI,Cooper Countryman,Midsize Cars,2024,-2500,
26,0,MINI,Cooper Countryman All4,Midsize Cars,2024,-3500,
26,0,MINI,John Cooper Works Clubman All4,Midsize Cars,2024,-3500,
26,0,MINI,JCW Countryman All4,Midsize Cars,2024,-3500,
22,0,Kia,Carnival,Minivan - 2WD,2024,-2500,
22,0,Genesis,GV80 AWD,Standard Sport Utility Vehicle 4WD,2024,-5500,
20,0,Genesis,GV80 AWD,Standard Sport Utility Vehicle 4WD,2024,-7000,
27,0,BMW,M440i Coupe,Subcompact Cars,2024,-3000,Hybrid
25,0,BMW,M440i xDrive Coupe,Subcompact Cars,2024,-4000,Hybrid
26,0,BMW,M440i Convertible,Subcompact Cars,2024,-3500,Hybrid
25,0,BMW,M440i xDrive Convertible,Subcompact Cars,2024,-4000,Hybrid
27,0,BMW,M440i Gran Coupe,Compact Cars,2024,-3000,Hybrid
25,0,BMW,M440i xDrive Gran Coupe,Compact Cars,2024,-4000,Hybrid
30,0,Subaru,Legacy AWD,Midsize Cars,2024,500,
26,0,Subaru,Legacy AWD,Midsize Cars,2024,-750,
30,0,Subaru,Impreza,Small Station Wagons,2024,500,
29,0,Subaru,Impreza,Small Station Wagons,2024,250,
30,0,Buick,Encore GX FWD,Small Sport Utility Vehicle 2WD,2024,500,
28,0,Lexus,NX 250,Small Sport Utility Vehicle 2WD,2024,0,
27,0,Buick,Encore GX AWD,Small Sport Utility Vehicle 4WD,2024,-500,
17,0,Jaguar,F-Pace SVR,Small Sport Utility Vehicle 4WD,2024,-9750,
28,0,Lexus,NX 250 AWD,Small Sport Utility Vehicle 4WD,2024,0,
39,0,Lexus,NX 350h AWD,Small Sport Utility Vehicle 4WD,2024,500,Hybrid
24,0,Lexus,NX 350 AWD,Small Sport Utility Vehicle 4WD,2024,-4500,
24,0,Lexus,NX 350 AWD F Sport,Small Sport Utility Vehicle 4WD,2024,-4500,
29,0,Subaru,Crosstrek AWD,Small Sport Utility Vehicle 4WD,2024,250,
28,0,Subaru,Outback AWD,Small Sport Utility Vehicle 4WD,2024,0,
25,0,Subaru,Outback AWD,Small Sport Utility Vehicle 4WD,2024,-1250,
23,0,Subaru,Outback Wilderness AWD,Small Sport Utility Vehicle 4WD,2024,-2000,
25,0,BMW,X5 sDrive40i,Standard Sport Utility Vehicle 2WD,2024,-4000,Hybrid
25,0,BMW,X5 xDrive40i,Standard Sport Utility Vehicle 4WD,2024,-4000,Hybrid
19,0,BMW,X5 M60i xDrive,Standard Sport Utility Vehicle 4WD,2024,-7750,Hybrid
15,0,BMW,X5 M Competition,Standard Sport Utility Vehicle 4WD,2024,-12250,Hybrid
24,0,BMW,X6 xDrive40i,Standard Sport Utility Vehicle 4WD,2024,-4500,Hybrid
19,0,BMW,X6 M60i xDrive,Standard Sport Utility Vehicle 4WD,2024,-7750,Hybrid
15,0,BMW,X6 M Competition,Standard Sport Utility Vehicle 4WD,2024,-12250,Hybrid
22,0,BMW,X7 xDrive40i,Standard Sport Utility Vehicle 4WD,2024,-5500,Hybrid
18,0,BMW,X7 M60i xDrive,Standard Sport Utility Vehicle 4WD,2024,-8750,Hybrid
18,0,BMW,M3 CS Sedan,Compact Cars,2024,-8750,
42,0,Lexus,UX 250h,Compact Cars,2024,2750,Hybrid
39,0,Lexus,UX 250h AWD,Compact Cars,2024,2250,Hybrid
29,0,MINI,Cooper S Clubman,Midsize Cars,2024,-2250,
25,0,MINI,Cooper S Clubman,Midsize Cars,2024,-4000,
28,0,MINI,Cooper S Countryman,Midsize Cars,2024,-2500,
26,0,MINI,Cooper S Countryman All4,Midsize Cars,2024,-3500,
27,0,MINI,Cooper S Clubman All4,Midsize Cars,2024,-3000,
33,0,Acura,Integra,Large Cars,2024,-1000,
32,0,Acura,Integra A-Spec,Large Cars,2024,-1250,
30,0,Acura,Integra A-Spec,Large Cars,2024,-1750,
31,0,Kia,K5,Large Cars,2024,750,
28,0,Kia,K5 AWD,Large Cars,2024,0,
27,0,Kia,K5,Large Cars,2024,-500,
30,0,Buick,Encore GX FWD,Small Sport Utility Vehicle 2WD,2024,500,
26,0,Cadillac,XT4 FWD,Small Sport Utility Vehicle 2WD,2024,-3500,
25,0,Cadillac,XT4 AWD,Small Sport Utility Vehicle 4WD,2024,-4000,
18,0,Nissan,GT-R,Subcompact Cars,2024,-8750,
27,0,Alfa Romeo,Giulia,Midsize Cars,2024,-3000,
26,0,Alfa Romeo,Giulia AWD,Midsize Cars,2024,-3500,
27,0,Honda,HR-V AWD,Small Station Wagons,2024,-500,
28,0,Honda,HR-V FWD,Small Station Wagons,2024,0,
22,0,Acura,MDX FWD,Small Sport Utility Vehicle 2WD,2024,-5500,
25,0,Alfa Romeo,Stelvio,Small Sport Utility Vehicle 2WD,2024,-4000,
28,0,Chevrolet,Equinox FWD,Small Sport Utility Vehicle 2WD,2024,0,
26,0,GMC,Terrain FWD,Small Sport Utility Vehicle 2WD,2024,-750,
23,0,Volkswagen,Atlas,Small Sport Utility Vehicle 2WD,2024,-2000,
23,0,Volkswagen,Atlas Cross Sport,Small Sport Utility Vehicle 2WD,2024,-2000,
21,0,Acura,MDX AWD,Small Sport Utility Vehicle 4WD,2024,-6250,
24,0,Alfa Romeo,Stelvio AWD,Small Sport Utility Vehicle 4WD,2024,-4500,
26,0,Chevrolet,Equinox AWD,Small Sport Utility Vehicle 4WD,2024,-750,
25,0,GMC,Terrain AWD,Small Sport Utility Vehicle 4WD,2024,-1250,
24,0,Mercedes-Benz,GLE350,Small Sport Utility Vehicle 4WD,2024,-4500,Hybrid
23,0,Mercedes-Benz,GLE350 4matic,Small Sport Utility Vehicle 4WD,2024,-5000,Hybrid
20,0,Volkswagen,Atlas 4motion Peak Edition,Small Sport Utility Vehicle 4WD,2024,-3500,
22,0,Volkswagen,Atlas SE 4motion,Small Sport Utility Vehicle 4WD,2024,-2500,
22,0,Volkswagen,Atlas Cross Sport 4motion,Small Sport Utility Vehicle 4WD,2024,-2500,
21,0,Volkswagen,Atlas SEL 4motion,Small Sport Utility Vehicle 4WD,2024,-3000,
19,0,Acura,MDX AWD Type-S,Standard Sport Utility Vehicle 4WD,2024,-7750,
17,0,BMW,Alpina XB7,Standard Sport Utility Vehicle 4WD,2024,-9750,Hybrid
25,0,Mazda,CX-90 4WD,Standard Sport Utility Vehicle 4WD,2024,-1250,Hybrid
25,0,Mazda,CX-90 4WD,Standard Sport Utility Vehicle 4WD,2024,-4000,Hybrid
22,0,Mercedes-Benz,GLE450 4matic,Standard Sport Utility Vehicle 4WD,2024,-5500,Hybrid
20,0,Mercedes-Benz,AMG GLE53 4matic Plus,Standard Sport Utility Vehicle 4WD,2024,-7000,Hybrid
20,0,Mercedes-Benz,AMG GLE53 4matic Plus Coupe,Standard Sport Utility Vehicle 4WD,2024,-7000,Hybrid
21,0,Maserati,GranTurismo Trofeo,Subcompact Cars,2024,-6250,
21,0,Maserati,GranTurismo Modena,Subcompact Cars,2024,-6250,
28,0,BMW,Z4 sDrive30i,Two Seaters,2024,-2500,
26,0,BMW,Z4 M40i,Two Seaters,2024,-3500,
15,0,Lamborghini,Huracan Spyder,Two Seaters,2024,-12250,
15,0,Lamborghini,Huracan Sterrato,Two Seaters,2024,-12250,
15,0,Lamborghini,Huracan Coupe 2WD,Two Seaters,2024,-12250,
27,0,Toyota,GR Supra,Two Seaters,2024,-3000,
18,0,Lexus,LC 500 Convertible,Minicompact Cars,2024,-8750,
23,0,Audi,RS 3,Subcompact Cars,2024,-5000,
26,0,Audi,S3,Subcompact Cars,2024,-3500,Hybrid
21,0,Audi,RS 5 Coupe,Subcompact Cars,2024,-6250,
30,0,BMW,230i Coupe,Subcompact Cars,2024,-1750,
26,0,BMW,M240i Coupe,Subcompact Cars,2024,-3500,
19,0,BMW,M2 Coupe,Subcompact Cars,2024,-7750,
19,0,BMW,M2 Coupe,Subcompact Cars,2024,-7750,
24,0,Ford,Mustang Performance Package,Subcompact Cars,2024,-1500,
26,0,Ford,Mustang,Subcompact Cars,2024,-750,
17,0,Ford,Mustang,Subcompact Cars,2024,-5750,
18,0,Ford,Mustang,Subcompact Cars,2024,-5000,
17,0,Ford,Mustang Dark Horse,Subcompact Cars,2024,-5750,
29,0,Lexus,LC 500h,Subcompact Cars,2024,-2250,Hybrid
18,0,Lexus,LC 500,Subcompact Cars,2024,-8750,
30,0,Audi,A4 quattro,Compact Cars,2024,-1750,Hybrid
27,0,BMW,228i xDrive Gran Coupe,Compact Cars,2024,-3000,
28,0,BMW,228i Gran Coupe,Compact Cars,2024,-2500,
27,0,BMW,M235i xDrive Gran Coupe,Compact Cars,2024,-3000,
29,0,BMW,330i Sedan,Compact Cars,2024,-2250,
27,0,BMW,330i xDrive Sedan,Compact Cars,2024,-3000,
19,0,BMW,M3 Sedan,Compact Cars,2024,-7750,
19,0,BMW,M3 Competition Sedan,Compact Cars,2024,-7750,
18,0,BMW,M3 Competition M xDrive Sedan,Compact Cars,2024,-8750,
30,0,Volvo,S60 B5,Compact Cars,2024,-1750,Hybrid
28,0,Volvo,S60 B5 AWD,Compact Cars,2024,-2500,Hybrid
30,0,Audi,A5 Sportback quattro,Midsize Cars,2024,-1750,Hybrid
20,0,Audi,RS 5 Sportback,Midsize Cars,2024,-7000,
26,0,Jaguar,XF P250,Midsize Cars,2024,-3500,
16,0,Maserati,Ghibli Trofeo,Midsize Cars,2024,-10750,
20,0,Maserati,Ghibli GT,Midsize Cars,2024,-7000,
20,0,Maserati,Ghibli Modena RWD,Midsize Cars,2024,-7000,
25,0,Volvo,S90 B6 AWD,Midsize Cars,2024,-4000,Hybrid
24,0,Acura,Integra,Large Cars,2024,-4500,
25,0,Genesis,G80 AWD,Large Cars,2024,-4000,
19,0,Genesis,G80 AWD,Large Cars,2024,-7750,
21,0,Genesis,G90 AWD,Large Cars,2024,-6250,
20,0,Genesis,G90 MHEV,Large Cars,2024,-7000,Hybrid
16,0,Maserati,Quattroporte Trofeo,Large Cars,2024,-10750,
20,0,Maserati,Quattroporte Modena AWD,Large Cars,2024,-7000,
19,0,Maserati,Quattroporte Modena RWD,Large Cars,2024,-7750,
19,0,Maserati,Quattroporte GT,Large Cars,2024,-7750,
30,0,Buick,Envista,Small Station Wagons,2024,500,
16,0,Lamborghini,Urus Performante,Small Station Wagons,2024,-10750,
27,0,Volvo,V60CC B5 AWD,Small Station Wagons,2024,-3000,Hybrid
25,0,Volvo,V90CC B6 AWD,Midsize Station Wagons,2024,-4000,Hybrid
21,0,Cadillac,XT5 Hearse FWD,Special Purpose Vehicle 2WD,2024,-6250,
21,0,Cadillac,XT5 Limo FWD,Special Purpose Vehicle 2WD,2024,-6250,
21,0,Cadillac,XT5 Hearse AWD,Special Purpose Vehicle 4WD,2024,-6250,
21,0,Cadillac,XT5 Limo AWD,Special Purpose Vehicle 4WD,2024,-6250,
25,0,BMW,X3 sDrive30i,Small Sport Utility Vehicle 2WD,2024,-4000,
24,0,Cadillac,XT5 FWD,Small Sport Utility Vehicle 2WD,2024,-4500,
23,0,Cadillac,XT6 FWD,Small Sport Utility Vehicle 2WD,2024,-5000,
21,0,Cadillac,XT5 FWD,Small Sport Utility Vehicle 2WD,2024,-3000,
21,0,Cadillac,XT6 FWD,Small Sport Utility Vehicle 2WD,2024,-3000,
31,0,Chevrolet,Trailblazer FWD,Small Sport Utility Vehicle 2WD,2024,750,
30,0,Honda,CR-V FWD,Small Sport Utility Vehicle 2WD,2024,500,
40,0,Honda,CR-V FWD,Small Sport Utility Vehicle 2WD,2024,2500,Hybrid
22,0,Hyundai,Palisade FWD,Small Sport Utility Vehicle 2WD,2024,-2500,
28,0,Hyundai,Kona FWD,Small Sport Utility Vehicle 2WD,2024,0,
23,0,Hyundai,Santa Cruz FWD,Small Sport Utility Vehicle 2WD,2024,-2000,
28,0,Hyundai,Tucson FWD,Small Sport Utility Vehicle 2WD,2024,0,
22,0,Kia,Telluride FWD,Small Sport Utility Vehicle 2WD,2024,-2500,
26,0,Mitsubishi,Eclipse Cross 2WD,Small Sport Utility Vehicle 2WD,2024,-750,
26,0,Audi,Q5 quattro,Small Sport Utility Vehicle 4WD,2024,-3500,Hybrid
21,0,Audi,SQ5,Small Sport Utility Vehicle 4WD,2024,-6250,
21,0,Audi,SQ5 Sportback,Small Sport Utility Vehicle 4WD,2024,-6250,
24,0,BMW,X3 xDrive30i,Small Sport Utility Vehicle 4WD,2024,-4500,
24,0,BMW,X4 xDrive30i,Small Sport Utility Vehicle 4WD,2024,-4500,
23,0,Cadillac,XT5 AWD,Small Sport Utility Vehicle 4WD,2024,-5000,
23,0,Cadillac,XT6 AWD,Small Sport Utility Vehicle 4WD,2024,-5000,
21,0,Cadillac,XT5 AWD,Small Sport Utility Vehicle 4WD,2024,-3000,
21,0,Cadillac,XT6 AWD,Small Sport Utility Vehicle 4WD,2024,-3000,
27,0,Chevrolet,Trailblazer AWD,Small Sport Utility Vehicle 4WD,2024,-500,
24,0,Dodge,Hornet AWD,Small Sport Utility Vehicle 4WD,2024,-1500,
22,0,Genesis,GV70 AWD,Small Sport Utility Vehicle 4WD,2024,-5500,
24,0,Genesis,GV70 AWD,Small Sport Utility Vehicle 4WD,2024,-4500,
20,0,Genesis,GV70 AWD,Small Sport Utility Vehicle 4WD,2024,-7000,
29,0,Honda,CR-V AWD,Small Sport Utility Vehicle 4WD,2024,250,
37,0,Honda,CR-V AWD,Small Sport Utility Vehicle 4WD,2024,2000,Hybrid
21,0,Hyundai,Palisade AWD,Small Sport Utility Vehicle 4WD,2024,-3000,
26,0,Hyundai,Kona AWD,Small Sport Utility Vehicle 4WD,2024,-750,
23,0,Hyundai,Santa Cruz AWD,Small Sport Utility Vehicle 4WD,2024,-2000,
22,0,Hyundai,Santa Cruz AWD,Small Sport Utility Vehicle 4WD,2024,-2500,
37,0,Hyundai,Tucson Hybrid,Small Sport Utility Vehicle 4WD,2024,2000,Hybrid
38,0,Hyundai,Tucson Hybrid Blue,Small Sport Utility Vehicle 4WD,2024,2250,Hybrid
25,0,Hyundai,Tucson AWD,Small Sport Utility Vehicle 4WD,2024,-1250,
24,0,Jaguar,F-Pace,Small Sport Utility Vehicle 4WD,2024,-4500,
21,0,Jaguar,F-Pace P400 MHEV,Small Sport Utility Vehicle 4WD,2024,-6250,Hybrid
21,0,Jeep,Wrangler 4dr 4WD,Small Sport Utility Vehicle 4WD,2024,-3000,
14,0,Jeep,Wrangler 4dr 4WD,Small Sport Utility Vehicle 4WD,2024,-13500,
21,0,Jeep,Wrangler 2dr 4WD,Small Sport Utility Vehicle 4WD,2024,-3000,
20,0,Kia,Telluride AWD,Small Sport Utility Vehicle 4WD,2024,-3500,
23,0,Land Rover,Range Rover Velar,Small Sport Utility Vehicle 4WD,2024,-5000,
21,0,Land Rover,Range Rover Velar P400 MHEV,Small Sport Utility Vehicle 4WD,2024,-6250,Hybrid
20,0,Maserati,Grecale Trofeo,Small Sport Utility Vehicle 4WD,2024,-7000,
25,0,Maserati,Grecale Modena,Small Sport Utility Vehicle 4WD,2024,-4000,Hybrid
25,0,Maserati,Grecale GT,Small Sport Utility Vehicle 4WD,2024,-4000,Hybrid
25,0,Mitsubishi,Eclipse Cross 4WD,Small Sport Utility Vehicle 4WD,2024,-1250,
26,0,Mitsubishi,Eclipse Cross ES 4WD,Small Sport Utility Vehicle 4WD,2024,-750,
29,0,Subaru,Crosstrek AWD,Small Sport Utility Vehicle 4WD,2024,250,
25,0,Volvo,XC60 B5 AWD,Small Sport Utility Vehicle 4WD,2024,-4000,Hybrid
26,0,Volvo,XC40 B5 AWD,Small Sport Utility Vehicle 4WD,2024,-3500,Hybrid
21,0,Buick,Enclave FWD,Standard Sport Utility Vehicle 2WD,2024,-3000,
36,0,Toyota,Grand Highlander Hybrid,Standard Sport Utility Vehicle 2WD,2024,1750,Hybrid
34,0,Toyota,Grand Highlander Hybrid Limited,Standard Sport Utility Vehicle 2WD,2024,1500,Hybrid
24,0,Toyota,Grand Highlander LE/XLE,Standard Sport Utility Vehicle 2WD,2024,-1500,
24,0,Toyota,Grand Highlander Limited,Standard Sport Utility Vehicle 2WD,2024,-1500,
20,0,Buick,Enclave AWD,Standard Sport Utility Vehicle 4WD,2024,-3500,
16,0,Lamborghini,Urus S,Standard Sport Utility Vehicle 4WD,2024,-10750,
18,0,Maserati,Levante Modena,Standard Sport Utility Vehicle 4WD,2024,-8750,
18,0,Maserati,Levante GT,Standard Sport Utility Vehicle 4WD,2024,-8750,
16,0,Maserati,Levante Modena V8,Standard Sport Utility Vehicle 4WD,2024,-10750,
16,0,Maserati,Levante Trofeo,Standard Sport Utility Vehicle 4WD,2024,-10750,
16,0,Mercedes-Benz,AMG GLE63 S 4matic Plus Coupe,Standard Sport Utility Vehicle 4WD,2024,-10750,Hybrid
16,0,Mercedes-Benz,AMG GLE63 S 4matic Plus,Standard Sport Utility Vehicle 4WD,2024,-10750,Hybrid
34,0,Toyota,Grand Highlander Hybrid AWD,Standard Sport Utility Vehicle 4WD,2024,1500,Hybrid
27,0,Toyota,Grand Highlander Hybrid AWD,Standard Sport Utility Vehicle 4WD,2024,-500,Hybrid
23,0,Toyota,Grand Highlander AWD LE/XLE,Standard Sport Utility Vehicle 4WD,2024,-2000,
22,0,Toyota,Grand Highlander AWD Limited/Platinum,Standard Sport Utility Vehicle 4WD,2024,-2500,
24,0,Volvo,XC90 B5 AWD,Standard Sport Utility Vehicle 4WD,2024,-4500,Hybrid
23,0,Volvo,XC90 B6 AWD,Standard Sport Utility Vehicle 4WD,2024,-5000,Hybrid
15,0,Chevrolet,Corvette Z06,Two Seaters,2024,-12250,
14,0,Chevrolet,Corvette Z06 Carbon Aero,Two Seaters,2024,-13500,
26,0,Toyota,GR Supra,Two Seaters,2024,-3500,
21,0,Toyota,GR Supra,Two Seaters,2024,-6250,
20,0,Porsche,911 Carrera T,Minicompact Cars,2024,-7000,
20,0,Porsche,911 Carrera T,Minicompact Cars,2024,-7000,
28,0,BMW,230i xDrive Coupe,Subcompact Cars,2024,-2500,
26,0,BMW,M240i xDrive Coupe,Subcompact Cars,2024,-3500,
17,0,Ford,Mustang Dark Horse,Subcompact Cars,2024,-5750,
26,0,BMW,M340i Sedan,Compact Cars,2024,-3500,Hybrid
26,0,BMW,M340i xDrive Sedan,Compact Cars,2024,-3500,Hybrid
25,0,Cadillac,CT4,Compact Cars,2024,-4000,
26,0,Cadillac,CT4,Compact Cars,2024,-3500,
25,0,Cadillac,CT4 AWD,Compact Cars,2024,-4000,
19,0,Cadillac,CT4 V,Compact Cars,2024,-7750,
18,0,Cadillac,CT4 V,Compact Cars,2024,-8750,
24,0,Cadillac,CT4 AWD,Compact Cars,2024,-4500,
23,0,Cadillac,CT4 V AWD,Compact Cars,2024,-5000,
23,0,Cadillac,CT4 V,Compact Cars,2024,-5000,
39,0,Mitsubishi,Mirage,Compact Cars,2024,2250,
37,0,Mitsubishi,Mirage G4,Compact Cars,2024,2000,
27,0,Volkswagen,GTI,Compact Cars,2024,-500,
27,0,Volkswagen,GTI,Compact Cars,2024,-500,
34,0,Volkswagen,Jetta,Compact Cars,2024,1500,
20,0,Alfa Romeo,Giulia,Midsize Cars,2024,-7000,
21,0,Cadillac,CT5 AWD,Midsize Cars,2024,-6250,
21,0,Cadillac,CT5 V AWD,Midsize Cars,2024,-6250,
22,0,Cadillac,CT5,Midsize Cars,2024,-5500,
21,0,Cadillac,CT5 V,Midsize Cars,2024,-6250,
15,0,Cadillac,CT5 V,Midsize Cars,2024,-12250,
27,0,Cadillac,CT5,Midsize Cars,2024,-3000,
25,0,Cadillac,CT5 AWD,Midsize Cars,2024,-4000,
16,0,Cadillac,CT5 V,Midsize Cars,2024,-10750,
26,0,Lexus,ES 350,Midsize Cars,2024,-750,
25,0,Lexus,ES 350 F Sport,Midsize Cars,2024,-1250,
28,0,Lexus,ES 250 AWD,Midsize Cars,2024,0,
44,0,Lexus,ES 300h,Midsize Cars,2024,3000,Hybrid
30,0,Mazda,3 5-Door 2WD,Midsize Cars,2024,500,
30,0,Mazda,3 5-Door 2WD,Midsize Cars,2024,500,
29,0,Mazda,3 5-Door 4WD,Midsize Cars,2024,250,
26,0,Mazda,3 5-Door 4WD,Midsize Cars,2024,-750,
28,0,BMW,740i Sedan,Large Cars,2024,-2500,Hybrid
20,0,BMW,760i xDrive Sedan,Large Cars,2024,-7000,Hybrid
14,0,Rolls-Royce,Phantom,Large Cars,2024,-13500,
14,0,Rolls-Royce,Phantom Extended,Large Cars,2024,-13500,
14,0,Rolls-Royce,Ghost,Large Cars,2024,-13500,
14,0,Rolls-Royce,Ghost Extended,Large Cars,2024,-13500,
14,0,Rolls-Royce,Ghost Black Badge,Large Cars,2024,-13500,
30,0,Kia,Soul,Small Station Wagons,2024,500,
31,0,Kia,Soul Eco dynamics,Small Station Wagons,2024,750,
14,0,Rolls-Royce,Cullinan,Midsize Station Wagons,2024,-13500,
14,0,Rolls-Royce,Cullinan Black Badge,Midsize Station Wagons,2024,-13500,
18,0,Chevrolet,Silverado 2WD,Standard Pickup Trucks 2WD,2024,-5000,FFV
16,0,Chevrolet,Silverado 2WD,Standard Pickup Trucks 2WD,2024,-6500,
18,0,Chevrolet,Silverado 2WD,Standard Pickup Trucks 2WD,2024,-5000,
18,0,Chevrolet,Silverado 2WD,Standard Pickup Trucks 2WD,2024,-5000,
26,0,Chevrolet,Silverado 2WD,Standard Pickup Trucks 2WD,2024,-2500,Diesel
18,0,GMC,Sierra 2WD,Standard Pickup Trucks 2WD,2024,-5000,FFV
16,0,GMC,Sierra 2WD,Standard Pickup Trucks 2WD,2024,-6500,
18,0,GMC,Sierra 2WD,Standard Pickup Trucks 2WD,2024,-5000,
18,0,GMC,Sierra 2WD,Standard Pickup Trucks 2WD,2024,-5000,
25,0,GMC,Sierra 2WD,Standard Pickup Trucks 2WD,2024,-2750,Diesel
22,0,Ram,1500 2WD,Standard Pickup Trucks 2WD,2024,-2500,Hybrid
20,0,Ram,1500 2WD,Standard Pickup Trucks 2WD,2024,-5750,Hybrid
17,0,Chevrolet,Silverado 4WD,Standard Pickup Trucks 4WD,2024,-5750,FFV
17,0,Chevrolet,Silverado Mud Terrain Tires 4WD,Standard Pickup Trucks 4WD,2024,-5750,FFV
17,0,Chevrolet,Silverado 4WD,Standard Pickup Trucks 4WD,2024,-9750,
15,0,Chevrolet,Silverado Mud Terrain Tires 4WD,Standard Pickup Trucks 4WD,2024,-12250,
15,0,Chevrolet,Silverado 4WD ZR2,Standard Pickup Trucks 4WD,2024,-12250,
16,0,Chevrolet,Silverado 4WD,Standard Pickup Trucks 4WD,2024,-6500,
16,0,Chevrolet,Silverado Mud Terrain Tires 4WD,Standard Pickup Trucks 4WD,2024,-6500,
17,0,Chevrolet,Silverado 4WD,Standard Pickup Trucks 4WD,2024,-5750,
16,0,Chevrolet,Silverado Mud Terrain Tires 4WD,Standard Pickup Trucks 4WD,2024,-6500,
17,0,Chevrolet,Silverado 4WD,Standard Pickup Trucks 4WD,2024,-5750,
16,0,Chevrolet,Silverado Mud Terrain Tires 4WD,Standard Pickup Trucks 4WD,2024,-6500,
21,0,Chevrolet,Silverado 4WD ZR2,Standard Pickup Trucks 4WD,2024,-5000,Diesel
24,0,Chevrolet,Silverado 4WD,Standard Pickup Trucks 4WD,2024,-3250,Diesel
23,0,Chevrolet,Silverado 4WD,Standard Pickup Trucks 4WD,2024,-3750,Diesel
22,0,Chevrolet,Silverado Mud Terrain Tires 4WD,Standard Pickup Trucks 4WD,2024,-4500,Diesel
22,0,Chevrolet,Silverado Mud Terrain Tires 4WD,Standard Pickup Trucks 4WD,2024,-4500,Diesel
17,0,GMC,Sierra 4WD,Standard Pickup Trucks 4WD,2024,-5750,FFV
17,0,GMC,Sierra Mud Terrain Tires 4WD,Standard Pickup Trucks 4WD,2024,-5750,FFV
